(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Pilar Small (28) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (12) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (20) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (10) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (19) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (8) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (23) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (13) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (1) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (14) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (22) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (30) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (24) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 03 (1) (200 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (13) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Overpass (3) (408 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (20) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (1) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Shurbs (2) (40 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (9) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (29) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (15) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Shurbs (40 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Tower 01 (677 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Tong (1) (261 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (8) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (10) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (2) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (8) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (16) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 03 (200 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Floor 01 (1) (216 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (1) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (12) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (10) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (5) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Shurbs (3) (40 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Overpass (2) (408 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (3) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 01 (4) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Plane001 (3300 verts)	-1	True	False	False	1	[Road (UnityEngine.Material)] 	
		Pilar Small (6) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Overpass (1) (408 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (18) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (1) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (2) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (7) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (6) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (17) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (4) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Floor 02 (326 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (17) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (16) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (14) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Wall Small 03 (27) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (25) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Tong (2) (261 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Floor 01 (2) (216 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (2) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Shurbs (1) (40 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (2) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (9) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 01 (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (21) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (16) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 01 (5) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (15) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Box001 (50 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Pilar Small (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Pilar Small (19) (60 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] [Texture 02 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Stand 02 (23) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (13) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 01 (9) (128 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (11) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Stand 02 (8) (84 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
		Wall Small 03 (26) (24 verts)	-1	True	False	False	1	[Texture 02 (UnityEngine.Material)] 	
